"unit","nace_r2","indic_se","geo","time","values"
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2011-01-01,42.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2011-01-01,35.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2011-01-01,45.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2011-01-01,51.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2011-01-01,36.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2011-01-01,39.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2011-01-01,51.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2011-01-01,71.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2011-01-01,44.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2011-01-01,58.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2011-01-01,61.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2011-01-01,56.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2011-01-01,51.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2011-01-01,61.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2011-01-01,47.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2011-01-01,51
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2011-01-01,35.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2011-01-01,32.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2011-01-01,33.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2011-01-01,50.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2011-01-01,34.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2011-01-01,47
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2011-01-01,36.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2011-01-01,39.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2011-01-01,43.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2011-01-01,41.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2011-01-01,46.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2011-01-01,45.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2011-01-01,46.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2011-01-01,43.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2011-01-01,41.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2011-01-01,42.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2011-01-01,35.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2011-01-01,44.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2011-01-01,49
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2011-01-01,36.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2011-01-01,38.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2011-01-01,63.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2011-01-01,41.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2011-01-01,59.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2011-01-01,58.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2011-01-01,54.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2011-01-01,51.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2011-01-01,62.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2011-01-01,46.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2011-01-01,47.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2010-01-01,44.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2010-01-01,36.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2010-01-01,33.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2010-01-01,35.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2010-01-01,43.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2010-01-01,37.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2010-01-01,46.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2010-01-01,38
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2010-01-01,38
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2010-01-01,45.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2010-01-01,43.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2010-01-01,48.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2010-01-01,41.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2010-01-01,47.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2010-01-01,44.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2010-01-01,42
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2010-01-01,42.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2010-01-01,32.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2010-01-01,46.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2010-01-01,50.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2010-01-01,36
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Türkiye",2010-01-01,50.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2010-01-01,38.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2010-01-01,51.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Bulgaria",2010-01-01,54.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2010-01-01,55.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2010-01-01,44.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2010-01-01,58.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Ireland",2010-01-01,50.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Lithuania",2010-01-01,59.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2010-01-01,60.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2010-01-01,56
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2010-01-01,51.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2010-01-01,58.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2010-01-01,47.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Türkiye",2010-01-01,83.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2010-01-01,50.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2010-01-01,35.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2010-01-01,33.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2010-01-01,35.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2010-01-01,40.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2010-01-01,35.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2010-01-01,47.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2010-01-01,37.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2010-01-01,38.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2010-01-01,42.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2010-01-01,42
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2010-01-01,45.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2010-01-01,42.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2010-01-01,46.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2010-01-01,44.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2010-01-01,41.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2010-01-01,42.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2010-01-01,32.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2010-01-01,44.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2010-01-01,47.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2010-01-01,36.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Türkiye",2010-01-01,50
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2010-01-01,38.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Bulgaria",2010-01-01,49.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2010-01-01,51.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2010-01-01,41.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2010-01-01,59.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Ireland",2010-01-01,47.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Lithuania",2010-01-01,53
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2010-01-01,56.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2010-01-01,53.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2010-01-01,50.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2010-01-01,59.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2010-01-01,46.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Türkiye",2010-01-01,82.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2010-01-01,47.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2009-01-01,45.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2009-01-01,39.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2009-01-01,34.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2009-01-01,36.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2009-01-01,46.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2009-01-01,37.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2009-01-01,47
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2009-01-01,37.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2009-01-01,38.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2009-01-01,46.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2009-01-01,42.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2009-01-01,47.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2009-01-01,41.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2009-01-01,47.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2009-01-01,43.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2009-01-01,42.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2009-01-01,42.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2009-01-01,34.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2009-01-01,49.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2009-01-01,44.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2009-01-01,35.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2009-01-01,38.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2009-01-01,52.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2009-01-01,59.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2009-01-01,45.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2009-01-01,59.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Ireland",2009-01-01,49.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2009-01-01,59.7
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2009-01-01,56.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2009-01-01,52
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2009-01-01,57.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2009-01-01,46.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2009-01-01,49.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2009-01-01,38.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2009-01-01,34
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2009-01-01,36.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2009-01-01,50.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2009-01-01,35.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2009-01-01,47.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2009-01-01,37
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2009-01-01,38.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2009-01-01,42.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2009-01-01,40.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Luxembourg",2009-01-01,45.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2009-01-01,40.9
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2009-01-01,45.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2009-01-01,44.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2009-01-01,41.7
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2009-01-01,43.2
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2009-01-01,33.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2009-01-01,46.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2009-01-01,41.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2009-01-01,36.6
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2009-01-01,38.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2009-01-01,64.5
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2009-01-01,41.8
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2009-01-01,59.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Ireland",2009-01-01,45
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Luxembourg",2009-01-01,56.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2009-01-01,54.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2009-01-01,51.4
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Portugal",2009-01-01,58.3
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","Slovakia",2009-01-01,46.1
"Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","United Kingdom",2009-01-01,47.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Belgium",2008-01-01,47.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Bulgaria",2008-01-01,40.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Czechia",2008-01-01,35
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Estonia",2008-01-01,34.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Greece",2008-01-01,48.9
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Spain",2008-01-01,37.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","France",2008-01-01,46.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Croatia",2008-01-01,37.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Hungary",2008-01-01,38.8
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Ireland",2008-01-01,46.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Lithuania",2008-01-01,40.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Latvia",2008-01-01,37.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Malta",2008-01-01,50.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Netherlands",2008-01-01,44.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Poland",2008-01-01,39.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Portugal",2008-01-01,44.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Romania",2008-01-01,31.3
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Serbia",2008-01-01,36
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovenia",2008-01-01,43.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","Slovakia",2008-01-01,33.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","United Kingdom",2008-01-01,38.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Belgium",2008-01-01,53.5
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Greece",2008-01-01,62.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Spain",2008-01-01,45.2
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","France",2008-01-01,59.1
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Ireland",2008-01-01,50.4
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Malta",2008-01-01,58.6
"Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","Netherlands",2008-01-01,52.5
